股票代码,公司名称,行业,会计年度,营业收入,营业成本,销售费用,管理费用,研发费用,财务费用,资产减值损失,营业利润,利润总额,所得税费用,净利润,归母净利润,货币资金,应收账款,存货,流动资产合计,固定资产,无形资产,非流动资产合计,资产总计,短期借款,应付账款,流动负债合计,长期借款,非流动负债合计,负债合计,所有者权益合计,归母股东权益,经营活动现金流净额,投资活动现金流净额,筹资活动现金流净额,现金及等价物净增加额
60000013,制造业第014号公司,制造业,2022,22.01,16.42,1.75,1.56,1.55,0.16,0.2,0.37,0.39,0.1,0.29,0.27,6.05,2.92,3.65,13.85,12.36,1.64,15.35,29.2,4.12,1.54,10.53,4.25,6.54,17.07,12.13,10.9,0.04,-1.2,1.29,0.13
60000013,制造业第014号公司,制造业,2023,20.51,20.63,0.88,2.0,1.14,0.35,0.13,-0.67,-0.69,0.0,-0.69,-0.64,7.29,1.3,3.3,14.24,8.79,4.14,15.13,29.36,5.12,1.73,9.84,5.44,7.32,17.16,12.2,11.34,-0.49,-1.04,-0.42,-1.94
60000014,制造业第015号公司,制造业,2019,325.46,250.05,17.83,28.9,,9.54,1.8,-4.1508,-3.9725999999999995,0.0,-4.421799999999999,-3.84,77.09,39.38,35.55,212.19,288.59,78.03,424.78,526.9,88.7,27.28,134.28,126.33,124.08,258.36,378.62,344.39,-4.7679,-52.25,3.13,-61.05
60000014,制造业第015号公司,制造业,2020,346.67,278.8,17.22,22.46,11.333699999999974,10.38,6.55,-4.1508,-3.9725999999999995,0.0,-4.421799999999999,-3.84,111.59,22.73,56.26,211.33,179.6,70.47,315.57,526.9,44.22,46.38,114.76,103.13,98.95,213.71,313.19,267.92,-4.7679,-25.25,-0.93,-33.81
60000014,制造业第015号公司,制造业,2021,344.18,213.09,23.0,13.11,11.333699999999974,9.01,5.77,57.11,54.35,13.51,40.84,33.27,74.22,45.73,38.76,231.63,117.93,108.56,247.73,479.37,37.26,38.45,95.55,92.63,98.88,194.43,284.94,274.59,44.6,-11.65,7.49,20.494000000000003
60000014,制造业第015号公司,制造业,2022,331.64,277.84,13.53,11.69,11.333699999999974,0.38,2.99,-0.99,-0.97,0.0,-0.97,-0.95,95.4,45.39,62.26,260.53,208.45,21.17,252.6,513.13,69.05,43.43,141.09,52.37,67.03,208.12,305.01,274.59,0.41,-18.75,6.74,
60000014,制造业第015号公司,制造业,2023,326.41,184.49,6.6,18.89,11.333699999999974,1.98,5.31,84.07,80.16,19.9,60.26,58.0,74.28,36.59,33.1,204.92,308.38,21.17,420.5,513.13,49.26,29.16,132.02,106.06,121.65,253.67,371.75,328.74,77.95,-46.55,4.38,20.494000000000003
60000015,制造业第016号公司,制造业,2019,11.77,6.48,0.64,1.03,,0.07,0.19,2.85,2.72,0.73,1.98,1.8,3.85,1.07,1.89,7.32,4.6,1.6,7.87,15.19,2.49,0.75,4.1,2.05,2.42,6.51,8.68,7.57,1.55,-0.88,0.73,1.4
60000015,制造业第016号公司,制造业,2020,12.21,8.69,0.46,1.05,0.39,0.35,0.05,1.21,1.25,0.3,0.96,0.94,4.64,1.45,2.55,9.69,8.11,1.31,11.38,15.19,1.51,0.79,4.1,4.44,4.31,9.03,12.03,11.96,1.17,-1.07,0.25,0.35
60000015,制造业第016号公司,制造业,2021,12.63,9.05,0.47,0.51,0.47,0.27,-0.03,1.88,1.93,0.44,1.49,1.27,2.82,2.22,2.49,8.31,5.4,1.67,8.74,17.05,1.26,1.36,3.89,2.76,3.42,7.31,9.74,9.39,1.3,-0.92,0.25,0.63
60000015,制造业第016号公司,制造业,2022,11.54,7.88,0.63,0.89,0.43,0.19,-0.02,1.54,1.61,0.43,1.18,1.05,3.24,1.47,1.27,6.63,8.34,2.04,12.09,18.72,2.96,1.34,4.26,4.56,3.77,8.03,10.7,9.97,1.22,-1.44,0.76,0.54
60000015,制造业第016号公司,制造业,2023,12.56,7.76,0.95,0.53,0.46,0.2,-0.09,2.75,2.71,0.74,1.98,1.75,3.62,1.06,2.28,7.41,4.68,1.36,7.41,14.83,0.74,1.28,4.05,4.56,2.31,6.36,8.47,8.34,1.55,-0.75,-0.01,0.79
60000016,制造业第017号公司,制造业,2019,8.53,6.58,0.36,0.69,,0.24,-0.05,0.15,0.15,0.04,0.11,0.1,1.68,0.49,0.89,4.06,3.85,1.09,5.35,9.41,0.68,0.65,2.08,2.32,3.19,5.27,4.14,3.64,0.14,-0.25,-0.59,-0.69
60000016,制造业第017号公司,制造业,2020,82.89999999999999,5.37,0.4,1.74,,0.1,-0.07,1.06,1.02,0.25,0.78,0.63,1.25,1.57,0.9,4.37,4.78,0.48,6.19,10.56,2.09,0.55,3.33,2.08,2.59,5.92,4.64,4.0,,-0.65,0.91,1.21
60000016,制造业第017号公司,制造业,2021,8.74,18.41,0.69,0.65,0.74,0.24,-0.04,0.36,0.37,0.09,0.29,1.36,2.83,1.69,0.87,5.91,6.17,0.67,7.66,13.56,1.27,0.68,3.61,2.31,3.99,7.6,5.96,5.67,0.2,-0.46,-0.04,-0.3
60000016,制造业第017号公司,制造业,2022,9.27,5.15,0.25,0.57,0.7,0.07,0.17,2.37,2.45,0.6,1.85,1.74,1.59,0.5,0.8,3.81,2.63,0.67,4.08,7.89,1.35,1.28,2.77,1.54,1.65,4.42,3.47,3.19,,-0.16,-0.65,1.13
60000016,制造业第017号公司,制造业,2023,9.35,6.61,0.43,1.85,,0.12,0.16,0.85,0.85,0.21,0.64,0.56,3.15,0.58,0.72,5.25,2.55,0.56,4.32,9.57,1.19,0.65,4.0,0.53,1.36,5.36,4.21,3.6,0.94,-0.51,1.0,1.44
60000017,制造业第018号公司,制造业,2019,24.11,19.96,0.5,1.98,1.29,0.15,0.05,0.17,0.18,0.04,0.14,0.13,9.48,3.72,4.41,19.58,11.85,4.98,18.34,37.91,3.0,1.86,10.97,4.37,5.93,16.9,21.02,18.4,0.47,-1.38,0.57,-0.34
60000017,制造业第018号公司,制造业,2020,22.39,12.51,1.37,1.93,1.22,0.15,0.28,4.94,5.03,1.14,3.9,3.32,7.38,3.37,1.58,14.77,9.44,4.7,15.21,29.98,3.46,1.45,7.62,4.44,5.75,16.9,16.62,15.38,4.86,-2.16,1.0,3.7
60000017,制造业第018号公司,制造业,2021,25.61,19.89,1.77,1.01,1.41,0.17,0.09,1.26,1.29,0.29,1.0,0.88,5.79,2.04,4.77,15.16,16.6,5.69,23.17,38.33,6.28,1.71,11.7,3.11,5.38,17.08,21.25,21.03,1.1,-1.85,-0.77,-1.52
60000017,制造业第018号公司,制造业,2022,24.57,17.6,1.29,1.57,1.43,0.58,0.12,2.55,2.56,0.67,1.89,1.83,3.32,4.44,4.25,14.21,15.6,5.33,24.69,38.91,2.44,2.33,9.01,6.89,8.32,17.34,21.57,21.21,1.51,-1.63,-0.18,-0.3
60000017,制造业第018号公司,制造业,2023,25.32,15.7,0.74,1.87,1.45,0.51,-0.15,5.21,4.97,1.12,3.85,3.61,5.53,4.62,4.23,18.01,13.75,6.28,23.83,41.84,5.56,2.76,12.38,3.84,6.27,18.65,23.2,20.7,4.38,-1.73,0.75,3.4
60000018,制造业第019号公司,制造业,2019,21.73,13.54,1.46,0.75,0.65,0.16,0.09,5.0,5.19,1.27,3.92,3.55,10.03,4.17,2.75,18.05,22.91,6.11,30.61,48.66,7.94,1.86,14.05,11.41,13.04,27.09,21.57,20.57,4.45,-3.36,0.5,1.59
60000018,制造业第019号公司,制造业,2020,20.55,15.56,0.57,1.96,0.74,0.5,-0.16,1.38,1.36,0.35,1.02,0.92,7.65,3.2,2.11,16.32,17.1,4.56,25.22,41.54,7.87,1.87,14.29,6.99,8.84,23.13,18.42,18.18,0.69,-1.82,1.25,0.11
60000018,制造业第019号公司,制造业,2021,22.1,16.22,1.63,1.64,0.75,0.66,0.42,0.8,0.77,0.21,0.56,0.46,7.58,2.0,1.63,14.84,13.96,4.47,23.33,38.17,4.35,1.58,11.25,7.18,9.99,21.25,16.92,15.09,1.31,,0.49,0.39
60000018,制造业第019号公司,制造业,2022,22.44,18.55,1.32,2.21,0.93,0.45,-0.21,-0.8,-0.84,0.0,-0.84,-0.72,5.75,2.42,3.25,13.96,17.4,4.81,25.08,39.05,6.56,2.64,12.93,8.15,8.81,21.74,17.31,17.14,-0.62,-2.78,-0.29,-3.68
60000018,制造业第019号公司,制造业,2023,23.27,18.51,0.99,1.7,0.86,0.69,-0.2,0.71,0.69,0.16,0.53,0.53,9.39,4.11,4.74,23.23,19.11,7.29,28.24,51.47,8.65,1.93,17.2,6.3,11.45,28.65,22.82,21.61,-0.11,-1.62,-0.03,-1.77
60000019,制造业第020号公司,制造业,2019,28.51,17.61,1.6,2.19,1.37,0.68,0.27,4.78,4.87,1.25,3.61,3.48,8.56,3.27,1.9,16.94,11.77,3.3,17.32,34.26,5.71,2.21,16.16,2.26,5.93,22.09,12.17,11.69,3.74,-1.73,-0.01,2.01
60000019,制造业第020号公司,制造业,2020,26.68,16.57,1.11,2.49,1.33,0.23,-0.2,5.14,4.98,1.37,3.62,3.3,11.01,2.24,3.86,20.07,18.62,3.3,26.09,46.16,4.4,1.76,15.9,8.92,13.86,29.76,16.39,14.13,4.08,-2.25,-0.95,0.87
60000019,制造业第020号公司,制造业,2021,27.23,16.27,1.34,2.48,1.49,0.76,0.05,4.85,4.87,1.22,3.65,3.46,8.09,4.1,1.98,18.01,18.21,5.8,27.18,45.19,5.58,1.99,17.99,5.18,11.15,29.14,16.05,14.97,4.1,-1.44,0.15,2.8
60000019,制造业第020号公司,制造业,2022,313.0,18.44,1.17,2.08,1.64,0.62,0.05,6.03,5.78,1.47,4.31,4.0,10.13,5.74,3.89,21.47,17.92,6.7,25.93,47.4,2.42,1.64,17.85,3.65,12.72,30.57,16.83,16.09,4.01,-2.94,-1.04,0.03
60000019,制造业第020号公司,制造业,2023,30.56,24.29,0.87,2.3,1.98,0.88,-0.28,0.52,0.52,0.12,0.4,0.36,4.01,4.2,3.19,12.42,13.41,4.73,19.43,31.84,6.09,3.6,13.29,4.28,7.25,20.54,16.83,10.78,-0.06,-0.42,0.09,-0.4
60000020,制造业第021号公司,制造业,2019,0.75,0.59,0.03,0.06,0.04,0.02,0.01,-0.0,-0.0,0.0,-0.0,-0.0,0.2,0.09,0.09,0.51,0.41,0.19,0.74,1.22,0.19,0.08,0.19,0.17,0.14,0.34,0.8899,0.83,,-0.05,-0.02,-0.07
60000020,制造业第021号公司,制造业,2020,0.75,0.51,0.05,0.06,0.03,0.01,-0.01,0.12,0.13,0.03,0.1,0.08,0.23,0.08,0.09,0.51,0.48,0.23,0.75,1.2099,0.19,0.06,0.23,0.25,0.23,0.45,0.8899,0.8299,0.14,-0.05,0.01,0.1
60000020,制造业第021号公司,制造业,2021,0.79,0.51,0.06,0.08,0.04,0.01,-0.0,0.09,0.1,0.02,0.07,0.06,0.4,0.09,0.09,0.65,0.4099,0.1,0.6498,1.2099,0.14,0.06,0.17,0.17,0.13,0.3,0.8899,0.8299,0.08,-0.08,0.07,0.07
60000020,制造业第021号公司,制造业,2022,0.8,0.63,0.03,0.05,0.03,0.38,-0.0,0.06,0.06,0.02,0.05,0.04,0.2,0.09,0.12,0.51,0.4099,0.1,0.6498,1.2099,0.14,0.07,0.25,0.12,0.09,0.33,0.8899,0.8299,0.02,-0.05,-0.01,-0.03
60000020,制造业第021号公司,制造业,2023,0.8,0.53,0.03,0.05,0.04,0.01,-0.01,0.14,0.15,0.04,0.11,0.1,0.24,0.15,0.12,0.62,0.53,0.1,0.72,1.34,0.19,0.08,0.33,0.24,0.23,0.56,0.8899,0.8299,0.06,-0.1,-0.0,-0.04
60000021,制造业第022号公司,制造业,2019,67.5,51.33,5.14,3.0,5.72,0.56,0.88,0.87,0.86,0.57,0.64,0.54,28.51,12.4,5.32,45.34,27.12,14.06,44.48,94.32,6.02,4.92,19.88,19.36,27.12,46.99,47.32,44.32,0.23,-6.72,1.16,-5.34
60000021,制造业第022号公司,制造业,2020,74.78,58.54,3.91,5.52,4.89,2.13,0.0,-0.2,-0.21,0.0,-0.21,-0.19,28.51,8.77,11.13,45.34,58.08,6.33,78.56,123.91,22.79,6.8,40.09,17.38,21.65,61.74,62.17,59.86,1.04,-7.5,-3.43,-9.89
60000021,制造业第022号公司,制造业,2021,76.6,56.23,1.96,7.0,5.23,0.92,1.45,3.81,3.92,0.97,2.95,2.84,30.68,14.74,16.3,65.47,48.67,16.52,69.38,134.84,18.1,5.12,36.23,31.04,30.96,67.19,67.66,64.81,4.79,-8.52,9.36,5.63
60000021,制造业第022号公司,制造业,2022,79.5,43.79,5.1,1.57,6.44,0.69,0.8,16.76,16.23,3.74,12.49,11.24,13.22,8.37,10.36,44.4,44.82,5.2,60.46,104.86,8.11,8.86,28.93,18.42,23.32,52.25,52.61,47.78,15.18,-0.16,-4.33,10.69
60000021,制造业第022号公司,制造业,2023,72.71,50.81,3.79,2.74,4.32,1.44,-0.44,10.05,10.08,2.71,7.37,6.21,14.42,7.88,13.69,42.75,22.07,19.54,51.49,94.25,5.11,9.84,22.18,21.73,24.78,46.96,47.29,45.54,5.94,-5.34,-1.99,-1.39
60000022,制造业第023号公司,制造业,2019,5.29,2.93,0.28,0.21,0.28,0.11,0.04,1.46,1.52,0.37,1.15,1.05,1.29,0.88,0.71,3.26,2.22,0.34,3.17,6.43,0.57,0.62,1.72,0.81,0.98,2.7,3.73,3.56,1.44,-0.46,0.33,1.31
60000022,制造业第023号公司,制造业,2020,26.68,3.53,0.46,0.23,0.37,0.12,0.03,1.13,1.17,0.31,0.86,1.3,1.89,0.36,1.05,3.71,4.62,0.47,5.34,9.06,1.49,0.55,2.32,1.07,1.49,3.81,5.25,5.09,1.15,-0.73,-0.2,0.22
60000022,制造业第023号公司,制造业,2021,5.63,3.42,0.3,0.49,0.42,0.15,0.03,0.81,0.79,0.21,0.58,0.55,2.09,0.55,0.48,4.07,4.44,0.85,6.18,10.25,1.89,0.38,2.79,1.45,1.51,4.31,5.94,5.48,0.48,-0.18,0.11,0.41
60000022,制造业第023号公司,制造业,2022,6.47,3.85,0.29,0.48,0.45,0.16,0.04,1.19,1.23,0.29,0.95,0.86,2.73,0.43,0.68,4.89,5.03,0.38,5.72,10.61,1.22,0.36,2.53,1.55,1.93,4.46,6.15,5.97,1.21,-0.24,-0.47,0.5
60000022,制造业第023号公司,制造业,2023,64.0,5.0,0.24,0.57,,0.04,-0.03,0.1,0.09,0.02,0.07,0.06,2.49,0.52,1.21,5.05,4.23,0.38,6.22,11.26,1.73,0.39,2.63,2.1,2.11,4.73,6.15,5.99,0.22,-0.45,0.0,-0.23
60000023,制造业第024号公司,制造业,2019,6.85,4.87,0.34,0.26,0.23,0.09,-0.03,1.07,1.1,0.28,0.82,0.68,3.64,0.72,0.97,6.86,6.27,1.73,8.99,15.85,1.48,0.87,5.12,1.08,2.97,8.09,7.76,7.32,0.68,-0.5,0.01,0.19
60000023,制造业第024号公司,制造业,2020,7.41,4.67,0.47,1.74,0.35,0.14,-0.02,1.19,1.23,0.34,0.9,0.77,1.82,0.64,1.16,4.44,3.8,1.72,6.34,10.78,1.42,0.66,3.76,0.97,1.74,5.5,5.28,4.72,0.94,-0.28,-0.1,0.57
60000023,制造业第024号公司,制造业,2021,7.36,18.41,0.26,0.35,0.33,0.11,0.07,0.78,0.82,0.22,0.6,0.54,2.81,1.17,1.03,5.98,6.97,1.89,9.42,15.39,2.5,0.37,4.02,3.33,3.84,7.85,7.54,6.74,0.57,-0.68,-0.82,-0.93
60000023,制造业第024号公司,制造业,2022,7.22,4.4,0.43,0.51,0.25,0.19,-0.03,1.48,1.41,0.36,1.05,0.88,2.44,1.01,1.08,6.02,6.54,2.46,10.19,16.21,2.74,0.47,4.47,3.38,3.8,8.27,7.94,7.42,1.05,-1.18,0.29,0.15
60000023,制造业第024号公司,制造业,2023,7.43,4.33,0.42,0.38,0.35,0.09,0.09,1.77,1.76,0.41,1.35,1.25,4.09,1.3,0.46,7.33,7.68,0.43,9.88,17.21,2.74,0.9,6.58,1.14,2.2,8.78,8.43,8.25,1.66,-0.82,-0.24,0.6
60000024,制造业第025号公司,制造业,2019,4.14,2.66,0.32,0.18,0.18,0.08,0.07,0.65,0.65,0.17,0.48,0.48,0.51,0.42,0.51,1.79,2.15,0.8,3.5,5.28,0.7,0.57,1.3,1.26,1.1,2.4,2.88,2.73,0.51,-0.29,-0.12,0.11
60000024,制造业第025号公司,制造业,2020,26.68,2.6,0.31,0.43,0.19,0.07,0.05,0.74,0.73,0.17,0.57,0.55,1.37,0.52,0.57,2.98,1.77,0.63,2.62,5.6,0.5,0.59,1.18,1.39,1.37,2.55,3.06,2.66,0.45,-0.33,-0.1,0.03
60000024,制造业第025号公司,制造业,2021,4.49,3.58,0.2,0.15,0.18,0.07,0.04,0.28,0.28,0.07,0.21,0.2,1.4,0.7,0.83,3.33,2.47,0.64,3.42,6.75,0.6,0.26,1.92,0.56,1.15,3.07,3.68,3.63,0.06,-0.38,0.33,0.01
60000024,制造业第025号公司,制造业,2022,4.64,3.72,0.13,0.4,0.19,0.02,-0.01,0.19,0.18,0.04,0.14,0.13,1.14,0.33,0.87,2.68,1.2,0.75,2.38,5.07,0.78,0.36,1.65,0.46,0.65,2.3,2.77,2.69,0.13,-0.41,-0.01,-0.29
60000024,制造业第025号公司,制造业,2023,4.59,3.08,0.2,0.2,0.18,0.09,-0.03,0.86,0.86,0.19,0.67,0.58,0.88,0.34,0.34,1.93,2.9,0.85,3.96,5.89,0.55,0.24,1.38,1.01,1.3,2.68,3.22,3.2,0.73,-0.17,,0.84
60000025,制造业第026号公司,制造业,2019,8.2,5.59,0.5,1.47,0.37,0.23,0.1,1.06,1.06,0.28,0.78,0.7,3.24,0.41,0.71,5.27,3.86,0.36,5.2,10.47,1.49,0.82,4.11,1.62,2.7,6.8,3.67,3.18,0.76,-0.8,0.06,0.03
60000025,制造业第026号公司,制造业,2020,8.49,5.97,1.25,0.59,0.31,0.05,0.11,1.91,0.87,0.22,0.66,0.6,2.0,1.01,0.61,4.67,7.45,1.45,10.53,15.2,2.37,1.14,7.29,1.62,2.59,9.88,5.32,5.28,0.7,-0.64,0.61,0.67
60000025,制造业第026号公司,制造业,2021,9.37,7.88,0.62,0.65,0.35,0.11,-0.04,-0.21,-0.2,0.0,-0.2,-0.2,2.92,0.97,0.82,5.17,6.3,2.6,9.74,14.91,1.51,1.04,5.67,1.64,4.01,9.69,5.22,4.73,-0.37,-0.89,0.05,-1.21
60000025,制造业第026号公司,制造业,2022,9.6,5.71,0.62,0.89,0.37,0.38,-0.02,1.95,1.93,0.48,1.46,1.21,2.51,1.23,1.06,6.23,3.34,1.14,5.96,12.19,1.78,1.39,5.2,1.85,2.72,7.92,4.27,3.67,1.55,-0.94,0.27,0.88
60000025,制造业第026号公司,制造业,2023,8.97,6.41,0.42,0.82,0.37,0.05,0.16,0.73,0.71,0.17,0.55,0.47,2.01,1.55,1.3,5.88,6.35,1.97,9.93,15.81,1.38,1.05,5.02,3.15,5.25,10.27,5.54,5.26,0.58,-1.0,-0.55,-0.97
60000026,制造业第027号公司,制造业,2019,24.64,20.56,0.89,1.47,1.74,0.43,-0.19,-0.49,-0.51,0.0,-0.51,-0.51,6.59,1.58,3.94,15.19,12.45,0.93,15.17,30.36,3.84,3.24,10.06,2.05,3.46,13.52,16.84,15.94,-0.45,-2.5,0.05,-2.9
60000026,制造业第027号公司,制造业,2020,27.19,20.2,1.3,2.68,2.07,0.49,0.05,0.4,0.39,0.09,0.3,0.25,5.86,2.69,3.48,14.37,6.65,4.98,14.03,28.4,4.71,1.74,6.91,2.05,5.74,12.65,16.84,15.1,0.37,-1.34,-1.69,-2.66
60000026,制造业第027号公司,制造业,2021,29.5,17.12,2.34,1.86,2.73,0.56,0.09,4.8,4.56,1.04,3.52,3.28,4.15,2.61,2.7,11.92,9.47,2.86,13.53,25.45,2.74,2.51,7.41,4.2,3.92,12.65,14.11,13.72,2.94,-1.03,0.97,2.88
60000026,制造业第027号公司,制造业,2022,25.99,18.27,1.17,1.84,1.87,0.58,0.49,2.26,2.3,0.59,1.71,1.45,3.14,4.19,3.2,13.6,6.53,1.41,10.36,23.95,2.12,1.41,5.61,3.42,5.06,10.67,13.28,12.3,1.2,-1.25,-1.83,-1.88
60000026,制造业第027号公司,制造业,2023,28.09,20.61,0.86,1.32,1.85,0.17,0.4,2.87,2.74,0.71,2.03,1.67,8.01,4.6,4.43,20.27,19.44,4.47,24.89,45.16,3.34,4.15,11.81,4.54,8.3,10.67,25.05,23.17,1.16,-2.04,0.02,-0.86
60000027,制造业第028号公司,制造业,2019,12.14,7.81,0.85,1.0,0.81,0.32,0.18,1.17,1.19,0.28,0.92,0.89,3.74,1.87,1.49,8.5,9.59,1.59,12.38,20.88,4.15,0.92,8.79,2.25,3.42,12.21,8.67,7.49,1.27,-1.34,0.73,0.66
60000027,制造业第028号公司,制造业,2020,12.38,7.07,0.81,0.84,,0.18,0.14,2.39,2.51,0.64,1.87,1.71,4.72,1.91,0.88,8.05,5.18,0.95,6.78,14.83,2.92,1.67,6.12,2.12,2.55,12.21,6.16,5.62,1.44,-0.4,-0.13,0.9
60000027,制造业第028号公司,制造业,2021,13.36,9.02,0.82,0.54,0.81,0.12,0.24,1.8,1.76,0.47,1.29,1.15,3.81,2.1,0.88,8.72,11.64,2.56,6.78,25.58,1.55,0.68,9.41,1.57,5.55,14.96,10.62,5.62,1.71,-1.8,-1.09,-1.17
60000027,制造业第028号公司,制造业,2022,12.24,9.15,0.36,0.52,0.74,0.07,-0.02,1.42,1.36,0.36,1.0,0.93,2.01,1.5,2.41,6.89,5.62,2.18,8.59,15.48,2.92,1.15,6.59,0.83,2.46,9.05,6.43,6.27,0.8,-0.3,-0.31,0.19
60000027,制造业第028号公司,制造业,2023,13.85,9.89,1.05,1.08,0.73,0.25,-0.13,0.97,0.93,0.22,0.71,0.61,4.24,2.55,1.17,10.11,5.39,1.16,8.13,18.24,3.63,1.09,7.13,2.41,3.54,10.67,7.57,7.11,0.82,-0.69,-0.41,-0.28
60000028,制造业第029号公司,制造业,2019,48.02,16.335,3.16,3.92,2.26,0.72,-0.1,0.17,0.16,0.04,0.12,0.1,10.39,2.9,11.22,29.17,19.63,4.12,25.01,54.18,3.33,3.32,11.23,13.15,20.16,31.39,22.79,19.83,0.22,-4.49,-0.7,-4.98
60000028,制造业第029号公司,制造业,2020,26.68,34.01,2.01,2.92,2.3,0.86,0.66,4.29,4.37,1.04,3.33,3.1,8.73,9.04,4.49,24.33,11.9,9.09,25.29,49.61,8.35,3.32,20.35,5.28,8.39,28.74,20.87,19.34,4.42,-3.99,,2.31
60000028,制造业第029号公司,制造业,2021,41.11,29.49,1.94,3.12,2.23,1.13,0.56,2.66,1.93,0.65,2.11,1.99,11.25,2.83,5.31,24.09,25.97,2.69,33.02,57.11,3.12,4.33,16.82,9.73,16.27,33.09,24.02,20.8,2.77,-2.83,1.98,1.92
60000028,制造业第029号公司,制造业,2022,50.94,33.9,2.53,3.34,2.91,1.01,-0.04,7.29,7.21,1.8,5.41,5.18,16.73,9.27,4.34,24.09,30.11,4.27,40.63,75.45,7.59,6.79,26.03,10.99,17.68,43.71,31.74,28.34,4.02,-3.04,-0.49,0.49
60000028,制造业第029号公司,制造业,2023,46.23,25.89,2.13,3.8,3.17,1.09,0.05,10.11,10.15,2.57,7.58,6.46,15.12,8.52,5.23,31.65,16.6,8.6,28.66,60.32,3.67,4.33,16.85,14.04,18.09,34.94,25.37,21.84,6.29,-1.13,5.36,10.51
60000029,制造业第030号公司,制造业,2019,37.21,25.28,0.88,1.6,1.89,0.63,0.01,6.93,6.98,1.89,5.08,4.75,6.9,3.53,6.3,21.04,13.61,6.13,21.64,42.68,4.62,3.84,10.54,9.91,8.1,18.63,24.05,21.03,5.14,-1.01,-0.83,3.31
60000029,制造业第030号公司,制造业,2020,38.37,25.53,1.25,2.78,2.2,1.06,0.42,4.58,4.78,1.23,3.55,2.86,8.23,3.58,6.48,21.23,24.45,5.42,34.71,55.95,3.74,5.06,12.73,9.51,11.7,24.42,31.52,27.59,2.85,-1.08,-3.12,-1.35
60000029,制造业第030号公司,制造业,2021,38.14,30.48,2.7,3.33,1.85,0.41,0.64,-1.27,-1.28,0.0,-1.28,-1.13,10.57,6.36,8.76,28.27,20.93,2.22,28.44,56.7,6.8,4.68,12.73,11.41,12.55,24.75,31.95,27.97,-0.68,-2.08,-3.33,-6.09
60000029,制造业第030号公司,制造业,2022,36.9,27.05,1.35,2.16,1.83,0.96,0.35,3.19,3.3,0.83,2.47,2.11,10.39,3.38,3.17,22.01,21.73,7.37,30.54,52.55,3.11,3.45,10.24,10.68,12.7,22.94,29.61,29.14,1.39,,2.5,0.71
60000029,制造业第030号公司,制造业,2023,37.81,24.42,2.48,2.62,1.93,0.91,0.25,5.19,5.19,1.25,3.94,3.49,8.31,2.0,7.02,20.59,23.38,6.59,32.05,52.64,3.28,3.3,12.91,8.85,10.07,22.98,29.66,26.81,4.41,-1.54,-1.09,1.78
60000030,制造业第031号公司,制造业,2019,67.36,56.9,1.67,2.24,3.59,1.52,-0.19,1.63,1.67,0.45,1.22,1.21,21.88,4.92,13.78,49.58,24.02,3.31,33.11,82.69,10.81,3.97,18.37,18.36,18.13,36.5,46.19,45.95,2.65,-3.62,1.18,0.2
60000030,制造业第031号公司,制造业,2020,69.5,42.88,1.25,2.82,2.99,1.85,0.15,1.91,1.76,3.5,11.18,9.45,21.13,8.66,10.85,47.63,28.97,16.12,48.87,96.51,10.27,5.18,21.26,23.53,21.35,42.6,53.9,48.96,14.78,-3.63,-1.89,9.25
60000030,制造业第031号公司,制造业,2021,76.11,46.52,1.3250000000000002,3.3,3.71,0.91,0.64,15.87,16.59,3.99,12.6,10.34,21.91,11.09,7.16,43.33,26.19,9.78,44.46,87.8,6.44,10.34,28.96,4.79,9.8,38.76,49.04,44.35,11.25,-4.22,3.98,11.01
60000030,制造业第031号公司,制造业,2022,72.35,56.94,1.74,2.6,3.42,1.94,0.21,5.5,5.26,1.41,3.84,3.54,15.28,5.77,13.05,43.89,35.49,7.33,46.34,90.23,7.65,5.34,25.15,7.56,14.69,39.83,50.4,50.18,3.85,-6.85,1.53,-1.48
60000030,制造业第031号公司,制造业,2023,76.77,49.12,2.0,4.96,3.03,1.5,-0.62,16.77,16.78,4.24,12.53,11.54,31.05,7.26,10.13,54.02,31.43,6.15,42.26,96.28,14.93,6.49,28.58,9.17,13.93,42.5,53.78,47.15,13.07,-2.57,-1.8,8.69
60000031,制造业第032号公司,制造业,2019,48.01,38.96,3.25,4.12,1.46,0.46,0.4,-0.65,-0.65,0.0,-0.65,-0.64,16.64,4.74,6.37,33.59,20.93,5.83,33.69,67.28,5.93,4.14,23.77,9.4,19.63,43.4,23.88,22.43,-1.98,-3.78,-0.51,-6.26
60000031,制造业第032号公司,制造业,2020,45.69,28.24,1.93,4.21,1.27,0.3,0.01,9.73,9.8,2.25,7.55,7.26,11.87,7.8,7.61,31.23,20.45,7.74,31.03,62.26,3.54,4.8,21.6,7.26,18.56,40.16,22.1,21.51,10.24,-3.79,0.69,7.14
60000031,制造业第032号公司,制造业,2021,46.71,26.19,1.3250000000000002,2.39,1.49,1.3,0.47,13.25,13.81,3.54,10.27,9.73,13.12,3.42,7.42,30.2,16.89,2.81,21.81,52.01,7.14,6.27,20.7,8.14,12.85,33.55,18.46,17.05,11.46,-3.06,2.26,10.66
60000031,制造业第032号公司,制造业,2022,50.22,36.09,2.98,4.07,1.44,0.38,0.3,4.98,4.92,1.2,3.72,3.13,15.23,6.96,9.28,36.62,25.16,4.69,34.13,70.75,11.06,5.35,29.94,10.16,15.7,33.55,25.11,24.15,2.98,-2.82,1.08,1.23
